SrcBytes,SIntPktMax,Proto_arp,Proto_icmp,Proto_ipv6-icmp,Proto_tcp,Proto_udp,State_CLO,State_CON,State_ECO,State_FIN,State_INT,State_NRS,State_REQ,State_RST,State_TST,State_URH,State_URHPRO,label
7489,26181.608,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
670,11136.455,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
1110,13608.26,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2
2869,21921.672,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
2887,2317.208,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
552,59205.256,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0
2428,22574.666,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
774,1.134,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
2929,2569.329,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
12128,1069.184,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0
172,23424.452,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
3326,34538.632,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
261,53248.248,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
540,39970.896,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
774,15468.244,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
7481,34014.256,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
2929,2220.468,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
6120,829.403,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
774,19107.544,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
1274,1005.673,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
860,7041.236,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
1518,23925.818,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2
2871,2612.9,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
6060,1435.589,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
4134,6655.302,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
683,12158.835,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
3313,2414.078,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
6120,898.099,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
7489,29008.624,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
14644,994.123,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0
6060,1311.385,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
16239,43065.02,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
60,88960.048,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
830,132.791,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
1284,1004.896,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
6232,29008.584,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
255,53248.264,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
120,39679.76,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
6120,811.598,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
6120,848.293,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
518,28928.664,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2
222,29006.556,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2
3626,10243.876,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
6120,898.45,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
120,37120.22,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
3313,2678.082,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
199,53247.94,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
9180,847.721,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
1279,1007.114,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
3313,2301.92,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
854,7061.699,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
120,37887.852,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
2863,3361.089,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
2961,2574.362,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
3436,6654.811,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
120,39920.08,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
774,43187.568,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
18965,58136.44,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
3313,2182.574,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
156,50050.768,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2
10418,4935.78,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0
788,129.21,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
120,101.231,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
774,2055.897,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
1280,1007.09,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
1278,1006.641,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
6120,910.397,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
2957,5698.851,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
120,100.283,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
1280,1003.901,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
120,100.225,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
498,59012.348,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
552,59126.848,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0
148,55179.48,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2
765,133.027,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
2937,2222.282,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
6120,880.724,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
3313,2558.311,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
1364,1024.193,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
1184,17710.112,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2
6120,868.394,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
6060,1481.806,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
180,24063.932,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
6120,923.858,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
6060,941.971,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
6120,891.611,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
6120,856.778,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
426,13183.714,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
540,39961.188,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
2945,2114.386,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
327,51661.956,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
867,7045.357,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
6120,804.45,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
774,4581.32,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
2354,23078.352,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
1278,1007.786,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
9300,755.965,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,2
3379,2396.843,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
120,29696.132,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
6120,841.846,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
724,109.216,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
774,2186.588,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
6120,900.155,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
120,102.092,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
615,5006.189,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
200,53248.096,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
1283,1004.588,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
4170,25671.108,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
2354,22749.9,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
17445,34051.8,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
540,39917.696,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
9990,15803.18,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
6232,28987.932,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
120,50688.156,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
3736,58943.312,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
7501,33449.548,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
6120,829.286,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
3313,1987.026,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
614,15228.499,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
748,3.824,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2
207,53247.896,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
14364,2102.81,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0
6060,901.774,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
3313,2388.235,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
9300,681.891,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,2
120,45360.296,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
9180,643.305,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
2863,2146.871,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
875,7045.116,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
1279,1005.485,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
3313,2098.903,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
850,3551.854,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2
5552,660.543,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0
509,15235.664,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
592,26623.7,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2
120,0.658,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3
760,9089.073,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
2905,23526.286,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
785,106.132,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
795,100.213,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
3313,2150.941,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
6120,836.481,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
774,1.075,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
2945,2571.195,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
774,6999.185,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
2879,2273.853,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
1879,13.664,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0
9300,616.72,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,2
3313,2350.025,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
1278,1006.102,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
229,0.277,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
2937,2399.579,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
120,101.631,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
6060,1482.499,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
774,37191.868,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
172,31616.136,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
1278,1020.756,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
206,53247.72,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
776,6110.602,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
425,9.832,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
774,15817.29,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
774,1.844,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
9300,755.488,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,2
9300,591.518,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,2
707,11139.143,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
818,3108.62,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
4109,13059.263,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2
2913,20.879,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0
120,38656.04,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
2929,2161.008,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
229,0.393,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
2311,26.716,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0
768,7045.421,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
425,5.333,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
3597,58624.044,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
9360,597.681,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,2
3983,13311.325,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
9360,598.145,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,2
3313,2165.116,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
9180,652.42,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
7501,46316.12,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
2869,21810.004,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
774,52184.136,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
2898,21890.288,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
2187,20.716,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0
84,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0
173,43904.132,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
6120,877.442,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
518,2019.533,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2
774,26110.106,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
809,122.22,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
540,39978.544,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
9000,871.033,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
1166,2899.052,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
774,43443.44,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
707,5017.548,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
618,10240.103,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
60,63231.984,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
752,245.946,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
160,59012.316,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0
2887,21641.696,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
1281,1005.049,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
653,7042.83,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
6120,890.937,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
774,19147.872,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
247739,1711.891,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
3379,2133.141,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
6060,942.18,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
4992,49262.892,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
3981,59152.288,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
360,6925.629,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
6120,875.935,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
14947,23019.98,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
3313,2600.406,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
11227,14004.945,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
11248,49254.996,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
688,11136.343,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
120,101.595,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
3379,2600.29,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
360,6971.411,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
774,0.978,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
3448,20013.206,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0
7924,12969.907,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0
3313,2581.101,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
16239,43061.92,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
3258,5035.082,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
120,102.297,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
425,9.69,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
2937,2245.749,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
774,26077.896,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
171,44968.88,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
840,135.899,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2
707,30590.32,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
120,42080.144,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
2905,23127.53,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
774,9.147,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
120,49955.872,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
774,52144.768,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
774,1.609,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
120,35584.104,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
73,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3
1276,1008.003,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
173,52099.504,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
1277,1005.678,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
774,54306.404,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
180,29947.976,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
856,14799.049,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2
774,27639.368,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
3629,5103.107,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
552,756.612,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0
6232,29009.98,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
6120,901.482,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
11672,6946.968,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0
120,101.594,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
6060,1436.727,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
120,102.27,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
5427,2982.851,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0
774,54253.268,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
120,38144.052,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
345,29568.342,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
1282,1006.989,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
1283,1005.131,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
425,5.529,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
9060,846.332,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
6060,1443.136,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
120,0.425,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3
6120,878.141,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
1279,1004.081,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
1279,1007.956,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
2929,2629.338,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
1283,1006.819,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
774,54296.68,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
19914,13187.75,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
8734,26010.208,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
773,7556.104,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
3313,2625.591,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
774,93169.064,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
3313,1993.919,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
120,102.624,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
774,27686.864,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
2871,2397.732,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
712,20356.356,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
2723,22703.272,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
9240,636.732,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
4180,27136.714,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
856,5010.664,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2
687,13203.671,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
827,107.702,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
774,58894.724,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
1282,1007.034,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
540,39955.696,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
2871,2383.527,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
3629,3360.772,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
16239,43064.096,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
540,39945.852,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
6242,43135.088,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
2953,2770.058,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
2826,22241.964,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
120,102.122,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
781,11154.434,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
1277,1005.44,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
774,43157.832,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
419,17281.224,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
3802,58663.712,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
767,108.034,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2
774,43126.544,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
9120,823.31,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
